"Country","ISO3","Region","income category","HepBintroduced","HepBintroducedBirth","HepB3dose","HepBbirth","schedule","PreU5EstPre","PreU5EstPreLowCI","PreU5EstPreHighCI","PreU5EstCar","PreU5EstCarLowCI","PreU5EstCarHighCI","PreGPEstPre","PreGPEstPreLowCI","PreGPEstPreHighCI","PreGPEstCar","PreGPEstCarLowCI","PreGPEstCarHighCI","PostU5EstPre","PostU5EstPreLowCI","PostU5EstPreHighCI","PostU5EstCar","PostU5EstCarLowCI","PostU5EstCarHighCI","PostGPEstPre","PostGPEstPreLowCI","PostGPEstPreHighCI","PostGPEstCar","PostGPEstCarLowCI","PostGPEstCarHighCI","NumCarPrevU5","NumCarPrevU5LowCI","NumCarPrevU5HighCI","NumCarPrevGP","NumCarPrevGPLowCI","NumCarPrevGPHighCI","pop1990","pop1991","pop1992","pop1993","pop1994","pop1995","pop1996","pop1997","pop1998","pop1999","pop2000","pop2001","pop2002","pop2003","pop2004","pop2005","pop2006","pop2007","pop2008","pop2009","pop2010","pop2011","pop2012","pop2013","pop2014","pop2015","U51990","U51995","U52000","U52005","U52010","U52015","births-1980-1985","births-1985-1990","births-1990-1995","births-1995-2000","births-2000-2005","births-2005-2010","births-2010-2015","InfMort1985-1990","InfMort1990-1995","InfMort1995-2000","InfMort2000-2005","InfMort2005-2010","InfMort2010-2015","UrbPop1990","UrbPop1995","UrbPop2000","UrbPop2005","UrbPop2010","UrbPop2015","Cov_HepB_BD_2015","Cov_HepB_BD_2014","Cov_HepB_BD_2013","Cov_HepB_BD_2012","Cov_HepB_BD_2011","Cov_HepB_BD_2010","Cov_HepB_BD_2009","Cov_HepB_BD_2008","Cov_HepB_BD_2007","Cov_HepB_BD_2006","Cov_HepB_BD_2005","Cov_HepB_BD_2004","Cov_HepB_BD_2003","Cov_HepB_BD_2002","Cov_HepB_BD_2001","Cov_HepB_BD_2000","Cov_HepB3_2015","Cov_HepB3_2014","Cov_HepB3_2013","Cov_HepB3_2012","Cov_HepB3_2011","Cov_HepB3_2010","Cov_HepB3_2009","Cov_HepB3_2008","Cov_HepB3_2007","Cov_HepB3_2006","Cov_HepB3_2005","Cov_HepB3_2004","Cov_HepB3_2003","Cov_HepB3_2002","Cov_HepB3_2001","Cov_HepB3_2000","Cov_HepB3_1999","Cov_HepB3_1998","Cov_HepB3_1997","Cov_HepB3_1996","Cov_HepB3_1995","Cov_HepB3_1994","Cov_HepB3_1993","Cov_HepB3_1992","Cov_HepB3_1991","Cov_HepB3_1990","PreU5EstPre-region","PreU5EstPreLowCI-region","PreU5EstPreHighCI-region","PreU5EstCar-region","PreU5EstCarLowCI-region","PreU5EstCarHighCI-region","PreGPEstPre-region","PreGPEstPreLowCI-region","PreGPEstPreHighCI-region","PreGPEstCar-region","PreGPEstCarLowCI-region","PreGPEstCarHighCI-region","PostU5EstPre-region","PostU5EstPreLowCI-region","PostU5EstPreHighCI-region","PostU5EstCar-region","PostU5EstCarLowCI-region","PostU5EstCarHighCI-region","PostGPEstPre-region","PostGPEstPreLowCI-region","PostGPEstPreHighCI-region","PostGPEstCar-region","PostGPEstCarLowCI-region","PostGPEstCarHighCI-region","NumCarPrevU5-region","NumCarPrevU5LowCI-region","NumCarPrevU5HighCI-region","NumCarPrevGP-region","NumCarPrevGPLowCI-region","NumCarPrevGPHighCI-region","PreU5EstPre-income","PreU5EstPreLowCI-income","PreU5EstPreHighCI-income","PreU5EstCar-income","PreU5EstCarLowCI-income","PreU5EstCarHighCI-income","PreGPEstPre-income","PreGPEstPreLowCI-income","PreGPEstPreHighCI-income","PreGPEstCar-income","PreGPEstCarLowCI-income","PreGPEstCarHighCI-income","PostU5EstPre-income","PostU5EstPreLowCI-income","PostU5EstPreHighCI-income","PostU5EstCar-income","PostU5EstCarLowCI-income","PostU5EstCarHighCI-income","PostGPEstPre-income","PostGPEstPreLowCI-income","PostGPEstPreHighCI-income","PostGPEstCar-income","PostGPEstCarLowCI-income","PostGPEstCarHighCI-income","NumCarPrevU5-income","NumCarPrevU5LowCI-income","NumCarPrevU5HighCI-income","NumCarPrevGP-income","NumCarPrevGPLowCI-income","NumCarPrevGPHighCI-income"
"Georgia","GEO","EURO","Upper middle income",1999.00,2001.00,94.00,93.00,,1.83,1.39,2.38,5.03,3.83,6.55,2.60,2.04,3.24,96.63,75.79,120.78,0.25,0.17,0.35,0.68,0.46,0.96,2.36,1.86,2.95,87.98,69.20,109.78,4.34,3.26,5.78,10.00,7.61,12.64,5410.37,5370.64,5298.08,5204.63,5107.67,5020.06,4945.56,4881.24,4825.18,4773.16,4722.05,4672.16,4624.88,4579.08,4533.32,4486.54,4438.89,4390.53,4340.51,4287.69,4231.66,4171.25,4107.71,4045.91,3992.34,3951.52,464.79,385.23,286.90,249.64,277.70,275.31,479.13,486.02,406.70,310.54,273.52,297.25,293.66,44.00,45.00,37.54,29.00,20.16,11.19,55.03,53.84,52.63,52.47,52.86,53.64,93.00,95.00,80.00,92.00,93.00,95.00,73.00,99.00,99.00,97.00,93.00,92.00,90.00,80.00,69.00,,94.00,91.00,96.00,92.00,89.00,95.00,54.00,89.00,94.00,84.00,79.00,64.00,48.00,51.00,61.00,55.00,,,,,,,,,,,1.62,1.23,2.58,919.00,699.00,1465.00,1.94,1.56,2.76,16525.00,13339.00,23488.00,0.57,0.42,0.87,326.00,239.00,491.00,1.77,1.43,2.50,15099.00,12228.00,21275.00,594.00,399.00,1038.00,2232.00,1709.00,3391.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
"Germany","DEU","EURO","High income",1992.00,2016.00,88.00,,,0.63,0.50,0.76,21.21,17.06,25.83,0.90,0.76,1.06,695.91,590.43,818.49,0.52,0.41,0.65,17.59,13.73,22.12,0.88,0.75,1.03,678.09,576.89,796.43,3.60,0.39,6.73,65.21,50.83,81.37,79118.32,79564.45,80046.15,80520.08,80931.04,81240.60,81426.33,81499.86,81499.23,81481.61,81487.75,81535.84,81611.86,81686.49,81715.65,81671.23,81540.35,81344.45,81130.94,80965.61,80894.78,80933.98,81066.22,81265.13,81489.66,81707.78,4358.37,4082.38,3920.38,3599.27,3390.61,3517.79,4172.79,4301.33,3967.81,3893.39,3584.54,3393.42,3467.66,8.27,5.99,4.75,4.15,3.66,3.35,73.11,73.28,73.06,73.35,74.29,75.30,,,,,,,,,,,,,,,,,88.00,88.00,88.00,88.00,88.00,88.00,88.00,87.00,86.00,87.00,90.00,88.00,90.00,87.00,86.00,84.00,81.00,81.00,71.00,57.00,45.00,32.00,"15",,,,1.62,1.23,2.58,919.00,699.00,1465.00,1.94,1.56,2.76,16525.00,13339.00,23488.00,0.57,0.42,0.87,326.00,239.00,491.00,1.77,1.43,2.50,15099.00,12228.00,21275.00,594.00,399.00,1038.00,2232.00,1709.00,3391.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Greece","GRC","EURO","High income",1990.00,2016.00,96.00,,,0.71,0.58,0.86,3.76,3.08,4.58,1.01,0.86,1.18,105.38,89.63,122.46,0.58,0.45,0.71,3.07,2.40,3.81,0.99,0.84,1.15,102.74,87.78,119.42,0.69,0.07,1.31,10.66,8.64,13.01,10248.53,10341.89,10451.41,10569.42,10684.81,10789.37,10880.91,10961.12,11030.39,11090.26,11142.11,11184.39,11216.79,11243.56,11270.47,11301.20,11338.77,11380.89,11419.64,11443.82,11446.00,11422.80,11378.25,11321.30,11264.72,11217.80,570.93,549.41,551.77,557.72,584.86,503.53,704.57,571.70,551.81,552.85,555.59,596.47,509.14,11.52,8.44,6.60,4.55,3.48,3.27,71.46,72.11,72.71,74.45,76.29,78.00,,,,,,,,,,,,,,,,,96.00,96.00,98.00,98.00,95.00,95.00,95.00,95.00,95.00,94.00,93.00,92.00,92.00,91.00,90.00,89.00,88.00,69.00,50.00,12.00,12.00,2.00,"2","15","10",,1.62,1.23,2.58,919.00,699.00,1465.00,1.94,1.56,2.76,16525.00,13339.00,23488.00,0.57,0.42,0.87,326.00,239.00,491.00,1.77,1.43,2.50,15099.00,12228.00,21275.00,594.00,399.00,1038.00,2232.00,1709.00,3391.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Hungary","HUN","EURO","High income",2015.00,2016.00,,,,0.73,0.47,1.12,3.39,2.18,5.19,1.05,0.68,1.58,98.44,64.22,148.04,0.73,0.47,1.12,3.39,2.18,5.19,1.05,0.68,1.58,98.44,64.22,148.04,0.00,0.00,0.00,9.10,5.96,13.76,10377.65,10363.56,10359.14,10359.58,10358.12,10349.83,10332.98,10309.02,10280.14,10249.95,10221.05,10194.00,10167.87,10141.95,10115.08,10086.46,10055.89,10023.88,9991.20,9958.94,9927.84,9898.20,9869.68,9841.69,9813.33,9783.92,614.46,597.58,494.05,476.12,482.50,446.92,668.72,630.28,606.50,499.78,475.88,477.07,447.40,17.05,13.17,9.58,7.43,5.65,4.87,65.83,65.20,64.57,66.35,68.85,71.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,1.23,2.58,919.00,699.00,1465.00,1.94,1.56,2.76,16525.00,13339.00,23488.00,0.57,0.42,0.87,326.00,239.00,491.00,1.77,1.43,2.50,15099.00,12228.00,21275.00,594.00,399.00,1038.00,2232.00,1709.00,3391.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Iceland","ISL","EURO","High income",2015.00,2016.00,,,,0.14,0.04,0.34,0.03,0.01,0.08,0.20,0.06,0.50,0.60,0.18,1.52,0.14,0.04,0.34,0.03,0.01,0.08,0.20,0.06,0.50,0.60,0.18,1.52,0.00,0.00,0.00,0.08,0.02,0.19,255.04,257.62,260.15,262.65,265.13,267.62,270.15,272.70,275.29,277.87,280.43,282.90,285.32,287.95,291.10,294.97,299.72,305.20,310.88,316.08,320.32,323.41,325.52,327.02,328.45,330.24,21.49,22.72,21.18,20.80,23.54,22.59,21.18,21.37,22.50,21.16,20.63,23.10,22.48,5.64,4.77,3.70,2.54,1.99,1.57,90.75,91.63,92.40,93.03,93.62,94.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,1.23,2.58,919.00,699.00,1465.00,1.94,1.56,2.76,16525.00,13339.00,23488.00,0.57,0.42,0.87,326.00,239.00,491.00,1.77,1.43,2.50,15099.00,12228.00,21275.00,594.00,399.00,1038.00,2232.00,1709.00,3391.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Ireland","IRL","EURO","High income",2009.00,2016.00,95.00,,,0.03,0.01,0.05,0.09,0.04,0.18,0.04,0.02,0.07,1.61,0.70,3.16,0.02,0.01,0.04,0.07,0.03,0.15,0.04,0.02,0.07,1.60,0.70,3.15,0.02,0.00,0.04,0.22,0.09,0.43,3569.25,3576.37,3588.59,3605.66,3626.79,3651.54,3679.84,3712.46,3750.57,3795.69,3848.77,3909.29,3976.28,4049.54,4128.74,4212.97,4303.37,4398.07,4489.58,4568.06,4626.92,4662.57,4678.11,4681.96,4686.34,4700.10,279.68,250.13,269.16,306.55,362.06,352.87,342.10,278.31,247.51,270.77,310.68,356.42,358.49,8.31,6.57,6.07,5.24,3.70,3.40,56.90,57.92,59.14,60.47,61.84,63.24,,,,,,,,,,,,,,,,,95.00,95.00,95.00,95.00,95.00,46.00,,,,,,,,,,,,,,,,,,,,,1.62,1.23,2.58,919.00,699.00,1465.00,1.94,1.56,2.76,16525.00,13339.00,23488.00,0.57,0.42,0.87,326.00,239.00,491.00,1.77,1.43,2.50,15099.00,12228.00,21275.00,594.00,399.00,1038.00,2232.00,1709.00,3391.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Israel","ISR","EURO","High income",1991.00,2016.00,97.00,,,0.62,0.51,0.76,5.16,4.20,6.33,0.88,0.75,1.03,63.72,54.25,74.57,0.50,0.39,0.64,4.20,3.27,5.34,0.83,0.71,0.98,60.33,51.26,70.93,0.97,0.10,1.78,12.62,10.18,15.52,4500.47,4643.19,4808.85,4987.73,5166.07,5333.71,5488.07,5631.54,5765.21,5891.77,6013.74,6129.53,6239.28,6349.51,6468.82,6602.97,6755.21,6922.68,7097.41,7267.89,7425.95,7568.77,7699.10,7821.10,7941.32,8064.54,482.99,528.46,614.19,666.44,739.47,830.07,464.45,486.72,526.45,606.08,667.65,742.60,829.19,10.72,8.48,6.17,5.03,3.96,3.43,90.35,90.86,91.20,91.51,91.82,92.14,,,,,,,,,,,,,,,,,97.00,97.00,97.00,97.00,98.00,97.00,98.00,99.00,99.00,96.00,96.00,99.00,98.00,98.00,96.00,98.00,96.00,97.00,97.00,96.00,93.00,92.00,"92","92",,,1.62,1.23,2.58,919.00,699.00,1465.00,1.94,1.56,2.76,16525.00,13339.00,23488.00,0.57,0.42,0.87,326.00,239.00,491.00,1.77,1.43,2.50,15099.00,12228.00,21275.00,594.00,399.00,1038.00,2232.00,1709.00,3391.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Italy","ITA","EURO","High income",1990.00,2016.00,93.00,,,1.68,1.36,2.06,43.06,35.06,52.85,2.40,2.04,2.83,1370.75,1168.18,1619.47,1.37,1.08,1.72,35.30,27.81,44.09,2.30,1.96,2.70,1313.92,1118.80,1543.82,7.77,0.93,14.44,156.53,114.56,202.54,57127.12,57152.51,57188.88,57226.64,57251.36,57255.19,57229.67,57184.90,57153.55,57179.98,57293.72,57506.36,57801.76,58147.03,58494.70,58808.48,59079.86,59313.51,59502.38,59641.85,59729.80,59759.92,59733.83,59668.00,59585.66,59504.21,2822.30,2730.00,2637.13,2758.74,2800.71,2553.68,3096.93,2856.39,2759.22,2644.84,2720.17,2801.58,2556.54,9.29,7.43,5.48,4.13,3.42,3.03,66.72,66.92,67.22,67.73,68.32,68.96,,,,,,,,,,,,,,,,,93.00,95.00,96.00,96.00,96.00,96.00,96.00,96.00,97.00,96.00,96.00,96.00,95.00,95.00,95.00,94.00,97.00,95.00,95.00,95.00,95.00,95.00,"95","95","95",,1.62,1.23,2.58,919.00,699.00,1465.00,1.94,1.56,2.76,16525.00,13339.00,23488.00,0.57,0.42,0.87,326.00,239.00,491.00,1.77,1.43,2.50,15099.00,12228.00,21275.00,594.00,399.00,1038.00,2232.00,1709.00,3391.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Kazakhstan","KAZ","EURO","Upper middle income",1997.00,2000.00,98.00,95.00,,1.70,1.27,2.17,33.08,24.75,42.21,2.41,1.90,3.03,377.81,297.33,475.02,0.20,0.14,0.29,3.96,2.67,5.73,2.00,1.57,2.52,313.16,245.68,395.52,28.97,21.51,37.60,71.36,54.66,90.77,16540.25,16540.01,16481.11,16370.00,16217.49,16034.95,15820.63,15581.75,15349.89,15165.57,15057.36,15039.97,15105.64,15232.32,15385.91,15541.45,15690.86,15841.35,16001.17,16184.16,16398.97,16647.38,16921.17,17207.25,17487.77,17749.64,1878.18,1470.31,1114.76,1240.27,1606.23,1991.06,1974.62,2067.82,1680.20,1252.90,1266.01,1721.47,1950.41,51.98,51.03,43.44,32.02,23.86,14.12,56.26,55.92,55.72,54.71,53.73,53.24,95.00,95.00,95.00,96.00,96.00,96.00,97.00,95.00,96.00,97.00,98.00,99.00,99.00,99.00,95.00,98.00,98.00,95.00,99.00,95.00,99.00,99.00,99.00,99.00,94.00,99.00,94.00,99.00,99.00,95.00,95.00,99.00,90.00,49.00,,,,,,,,,1.62,1.23,2.58,919.00,699.00,1465.00,1.94,1.56,2.76,16525.00,13339.00,23488.00,0.57,0.42,0.87,326.00,239.00,491.00,1.77,1.43,2.50,15099.00,12228.00,21275.00,594.00,399.00,1038.00,2232.00,1709.00,3391.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
"Kyrgyzstan","KGZ","EURO","Lower middle income",1998.00,2000.00,97.00,97.00,,3.70,0.41,24.87,28.82,3.17,194.00,5.23,0.60,31.32,269.75,30.85,1616.48,0.48,0.05,3.98,3.77,0.40,31.04,4.27,0.49,25.74,220.27,25.35,1328.27,25.06,2.78,170.41,54.83,6.13,332.24,4372.89,4419.63,4454.18,4483.84,4518.80,4566.08,4629.39,4705.63,4786.77,4861.12,4920.71,4962.59,4990.68,5012.26,5037.92,5075.38,5126.73,5189.72,5262.29,5340.78,5422.33,5506.60,5594.10,5683.80,5774.56,5865.40,627.90,592.08,537.80,482.90,605.26,747.69,617.52,687.82,655.03,568.93,515.96,625.01,763.72,70.00,59.86,48.29,37.78,30.25,19.55,37.77,36.34,35.29,35.29,35.30,35.70,97.00,99.00,96.00,94.00,73.00,99.00,98.00,98.00,98.00,97.00,98.00,99.00,99.00,99.00,93.00,45.00,97.00,96.00,97.00,96.00,96.00,96.00,96.00,97.00,94.00,90.00,97.00,99.00,99.00,99.00,57.00,44.00,10.00,,,,,,,,,,1.62,1.23,2.58,919.00,699.00,1465.00,1.94,1.56,2.76,16525.00,13339.00,23488.00,0.57,0.42,0.87,326.00,239.00,491.00,1.77,1.43,2.50,15099.00,12228.00,21275.00,594.00,399.00,1038.00,2232.00,1709.00,3391.00,2.70,2.20,3.46,8485.00,6911.00,10875.00,3.26,2.77,4.03,84792.00,71832.00,105043.00,1.64,1.31,2.09,5148.00,4109.00,6581.00,3.13,2.66,3.85,81444.00,69166.00,100437.00,3329.00,2191.00,4914.00,19142.00,15789.00,24075.00
"Latvia","LVA","EURO","High income",1997.00,2006.00,94.00,,,1.06,0.12,7.92,1.01,0.12,7.53,1.55,0.18,10.77,29.04,3.40,202.06,0.87,0.10,6.50,0.83,0.10,6.18,1.37,0.16,9.65,25.68,3.00,181.09,0.16,0.01,1.31,3.67,0.43,24.58,2664.43,2649.15,2620.24,2582.65,2543.62,2508.47,2478.82,2453.30,2430.54,2408.09,2384.16,2358.67,2332.49,2305.77,2278.85,2251.98,2225.22,2198.51,2171.88,2145.30,2118.84,2092.49,2066.37,2040.78,2016.12,1992.66,205.15,142.92,96.60,100.71,112.51,100.81,192.07,204.28,146.32,98.30,103.75,114.46,104.34,14.56,17.55,15.72,9.92,7.80,6.48,69.25,68.75,68.06,68.00,67.69,67.38,,,,,,,97.00,98.00,97.00,97.00,98.00,99.00,98.00,99.00,99.00,98.00,94.00,92.00,94.00,90.00,89.00,91.00,92.00,93.00,91.00,94.00,99.00,98.00,98.00,98.00,96.00,95.00,94.00,9.00,,,,,,,,,1.62,1.23,2.58,919.00,699.00,1465.00,1.94,1.56,2.76,16525.00,13339.00,23488.00,0.57,0.42,0.87,326.00,239.00,491.00,1.77,1.43,2.50,15099.00,12228.00,21275.00,594.00,399.00,1038.00,2232.00,1709.00,3391.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Lithuania","LTU","EURO","High income",1997.00,2000.00,94.00,97.00,,1.17,0.95,1.45,1.78,1.44,2.20,1.67,1.41,2.00,45.47,38.35,54.59,0.14,0.10,0.19,0.21,0.14,0.29,1.48,1.25,1.78,40.51,34.02,48.65,1.57,1.25,1.95,5.51,4.49,6.71,3696.03,3697.45,3688.10,3670.64,3649.13,3626.60,3603.74,3579.90,3555.13,3529.17,3501.83,3473.61,3444.75,3414.35,3381.11,3344.25,3303.67,3260.09,3214.62,3168.77,3123.80,3079.88,3037.24,2997.33,2961.84,2931.92,289.19,241.35,182.62,147.43,147.53,151.44,272.26,286.94,247.54,188.65,153.16,156.60,158.05,14.90,16.48,11.01,7.66,5.96,4.36,67.58,67.28,66.98,66.63,66.75,66.50,97.00,97.00,98.00,96.00,96.00,98.00,98.00,92.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,94.00,94.00,93.00,93.00,95.00,94.00,95.00,96.00,96.00,95.00,95.00,94.00,95.00,94.00,95.00,98.00,96.00,73.00,,,,,,,,,1.62,1.23,2.58,919.00,699.00,1465.00,1.94,1.56,2.76,16525.00,13339.00,23488.00,0.57,0.42,0.87,326.00,239.00,491.00,1.77,1.43,2.50,15099.00,12228.00,21275.00,594.00,399.00,1038.00,2232.00,1709.00,3391.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Luxembourg","LUX","EURO","High income",1996.00,2016.00,99.00,,,0.38,0.02,6.43,0.12,0.01,2.06,0.56,0.03,9.49,2.98,0.17,50.89,0.31,0.02,5.42,0.10,0.01,1.73,0.54,0.03,9.41,2.89,0.16,50.45,0.02,0.00,0.41,0.32,0.02,5.40,381.79,386.35,391.39,396.81,402.43,408.14,413.99,419.97,425.83,431.26,436.10,440.19,443.72,447.32,451.81,457.84,465.55,474.72,485.10,496.27,507.88,519.94,532.38,544.72,556.31,566.74,23.31,27.32,28.41,27.52,28.85,31.41,21.04,22.04,25.81,27.54,26.40,27.52,29.97,8.98,7.25,4.86,4.95,2.32,3.42,80.94,82.89,84.21,86.59,88.54,90.16,,,,,,,,,,,,,,,,,99.00,94.00,94.00,94.00,95.00,94.00,95.00,94.00,87.00,95.00,95.00,94.00,95.00,95.00,86.00,77.00,67.00,58.00,49.00,,,,,,,,1.62,1.23,2.58,919.00,699.00,1465.00,1.94,1.56,2.76,16525.00,13339.00,23488.00,0.57,0.42,0.87,326.00,239.00,491.00,1.77,1.43,2.50,15099.00,12228.00,21275.00,594.00,399.00,1038.00,2232.00,1709.00,3391.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Malta","MLT","EURO","High income",2002.00,2016.00,95.00,,,0.78,0.10,5.44,0.15,0.02,1.03,1.13,0.15,8.01,4.50,0.58,31.88,0.66,0.08,4.51,0.12,0.02,0.86,1.11,0.14,7.89,4.42,0.57,31.41,0.02,0.00,0.18,0.42,0.05,2.93,364.43,367.52,370.64,373.78,377.00,380.30,383.71,387.18,390.60,393.80,396.66,399.15,401.30,403.21,405.00,406.78,408.56,410.32,412.12,414.04,416.11,418.36,420.78,423.24,425.57,427.61,27.44,26.05,24.67,20.37,19.86,21.31,27.20,27.90,26.19,24.81,20.12,19.38,20.41,11.64,9.76,8.19,6.87,5.75,4.83,90.38,90.94,92.36,93.64,94.66,95.40,,,,,,,,,,,,,,,,,95.00,90.00,94.00,93.00,82.00,75.00,86.00,86.00,82.00,86.00,85.00,85.00,89.00,,,,,,,,,,,,,,1.62,1.23,2.58,919.00,699.00,1465.00,1.94,1.56,2.76,16525.00,13339.00,23488.00,0.57,0.42,0.87,326.00,239.00,491.00,1.77,1.43,2.50,15099.00,12228.00,21275.00,594.00,399.00,1038.00,2232.00,1709.00,3391.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Monaco","MCO","EURO","High income",1994.00,,99.00,,,0.30,0.02,3.43,0.02,0.00,0.24,0.42,0.04,4.76,0.08,0.01,0.94,0.25,0.02,2.66,0.02,0.00,0.19,0.41,0.04,4.66,0.08,0.01,0.92,0.00,0.00,0.05,0.01,0.00,0.16,29.43,29.62,29.86,30.13,30.42,30.69,30.96,31.25,31.52,31.80,32.08,32.36,32.62,32.93,33.31,33.79,34.40,35.11,35.85,36.53,37.09,37.49,37.78,37.97,38.13,38.30,,,,,,,,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,,,,,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,,,,,,,,,,1.62,1.23,2.58,919.00,699.00,1465.00,1.94,1.56,2.76,16525.00,13339.00,23488.00,0.57,0.42,0.87,326.00,239.00,491.00,1.77,1.43,2.50,15099.00,12228.00,21275.00,594.00,399.00,1038.00,2232.00,1709.00,3391.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Montenegro","MNE","EURO","Upper middle income",2006.00,,82.00,,,1.35,0.21,8.94,0.50,0.08,3.31,1.92,0.30,12.81,8.34,1.33,50.21,1.11,0.18,6.88,0.41,0.07,2.55,1.89,0.30,12.58,8.23,1.31,49.66,0.08,0.00,0.57,1.20,0.20,7.41,615.00,615.74,617.17,618.85,620.08,620.41,619.70,618.21,616.34,614.65,613.56,613.17,613.38,614.09,615.14,616.38,617.83,619.48,621.20,622.85,624.28,625.46,626.38,627.09,627.67,628.17,51.53,46.26,41.57,40.30,39.73,37.17,55.52,52.78,48.66,43.46,41.44,40.68,37.41,21.49,17.91,11.57,11.57,10.89,4.08,48.03,53.36,58.54,62.20,63.09,64.02,,,,,,,,,,,,,,,,,82.00,87.00,90.00,90.00,91.00,90.00,87.00,93.00,90.00,90.00,,,,,,,,,,,,,,,,,1.62,1.23,2.58,919.00,699.00,1465.00,1.94,1.56,2.76,16525.00,13339.00,23488.00,0.57,0.42,0.87,326.00,239.00,491.00,1.77,1.43,2.50,15099.00,12228.00,21275.00,594.00,399.00,1038.00,2232.00,1709.00,3391.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
